variables,units,values,description
towerse.tower_layer_thickness,m,[[0.02844821 0.03806179 0.03346309]],
towerse.tower_height,m,[80.],
towerse.tower_foundation_height,m,[10.],
towerse.tower_outer_diameter_in,m,[6.         4.291536   4.29153703],
towerse.tower_outfitting_factor,,[1.07],
towerse.monopile_s,,[0.         0.38461538 0.84615385 1.        ],
towerse.monopile_layer_thickness,m,[[0.05131423 0.04654097 0.03929257 0.04406708]],
towerse.monopile_foundation_height,m,[-55.],
towerse.monopile_height,m,[65.],
towerse.monopile_outer_diameter_in,m,[5.91119572 5.9112122  5.22178742 5.22179075],
towerse.monopile_outfitting_factor,,[1.07],
towerse.water_depth,m,[30.],
towerse.E_mat,Pa,[[2.e+11 2.e+11 2.e+11]],
towerse.G_mat,Pa,[[7.93e+10 7.93e+10 7.93e+10]],
towerse.sigma_y_mat,Pa,[3.45e+08],
towerse.sigma_ult_mat,Pa,[[1.12e+09 1.12e+09 1.12e+09]],
towerse.wohler_exp_mat,,[1.],
towerse.wohler_A_mat,,[2.16e+09],
towerse.rho_mat,kg/m**3,[7800.],
towerse.unit_cost_mat,USD/kg,[0.7],
towerse.tower_layer_materials,Unavailable,['steel'],
towerse.monopile_layer_materials,Unavailable,['steel'],
towerse.material_names,Unavailable,['steel'],
towerse.geometry.foundation_height,m,[-55.],
towerse.tower_section_height,m,[25.         30.         10.         34.84536082 45.15463918],
towerse.tower_outer_diameter,m,[5.91119572 5.9112122  5.22178742 5.22179075 4.291536   4.29153703],
towerse.tower_wall_thickness,m,[0.0489276  0.04291677 0.04167983 0.033255   0.03576244],
towerse.props.d,m,"[5.91119572 5.91120121 5.91120671 5.9112122  5.68140394 5.45159568
 5.22178742 5.22178853 5.22178964 5.22179075 4.91170583 4.60162092
 4.291536   4.29153634 4.29153668 4.29153703]",
towerse.props.t,m,"[0.0489276  0.0489276  0.0489276  0.04291677 0.04291677 0.04291677
 0.04167983 0.04167983 0.04167983 0.033255   0.033255   0.033255
 0.03576244 0.03576244 0.03576244]",
towerse.hub_height,m,[90.],
towerse.z_param,m,"[-55.         -30.           0.          10.          44.84536082
  90.        ]",
towerse.z_full,m,"[-55.         -46.66666667 -38.33333333 -30.         -20.
 -10.           0.           3.33333333   6.66666667  10.
  21.61512027  33.23024055  44.84536082  59.89690722  74.94845361
  90.        ]",
towerse.rho,kg/m**3,[7800. 7800. 7800. 7800. 7800.],
towerse.unit_cost,USD/kg,[0.7 0.7 0.7 0.7 0.7],
towerse.outfitting_factor,,[1.07 1.07 1.07 1.07 1.07],
towerse.E,Pa,[2.e+11 2.e+11 2.e+11 2.e+11 2.e+11],
towerse.G,Pa,[7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10],
towerse.sigma_y,Pa,[3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08],
towerse.Az,m**2,"[0.90109311 0.90109395 0.90109479 0.77571256 0.7447282  0.71374384
 0.67828871 0.67828886 0.678289   0.52586751 0.4934718  0.4610761
 0.4781405  0.47814054 0.47814058]",
towerse.Asx,m**2,"[0.5491949  0.54919541 0.54919592 0.47258527 0.45377352 0.43496192
 0.41334364 0.41334373 0.41334381 0.32024769 0.3005787  0.28090992
 0.291423   0.29142302 0.29142305]",
towerse.Asy,m**2,"[0.5491949  0.54919541 0.54919592 0.47258527 0.45377352 0.43496192
 0.41334364 0.41334373 0.41334381 0.32024769 0.3005787  0.28090992
 0.291423   0.29142302 0.29142305]",
towerse.Jz,m**4,"[7.74233019 7.74235196 7.74237373 6.41967175 5.68075161 5.00082717
 4.55051309 4.55051601 4.55051894 3.33099741 2.7525478  2.24527112
 2.16512647 2.16512699 2.16512752]",
towerse.Ixx,m**4,"[3.87116509 3.87117598 3.87118687 3.20983588 2.84037581 2.50041358
 2.27525654 2.27525801 2.27525947 1.66549871 1.3762739  1.12263556
 1.08256324 1.0825635  1.08256376]",
towerse.Iyy,m**4,"[3.87116509 3.87117598 3.87118687 3.20983588 2.84037581 2.50041358
 2.27525654 2.27525801 2.27525947 1.66549871 1.3762739  1.12263556
 1.08256324 1.0825635  1.08256376]",
towerse.d_full,m,"[5.91119572 5.91120121 5.91120671 5.9112122  5.68140394 5.45159568
 5.22178742 5.22178853 5.22178964 5.22179075 4.91170583 4.60162092
 4.291536   4.29153634 4.29153668 4.29153703]",
towerse.t_full,m,"[0.0489276  0.0489276  0.0489276  0.04291677 0.04291677 0.04291677
 0.04167983 0.04167983 0.04167983 0.033255   0.033255   0.033255
 0.03576244 0.03576244 0.03576244]",
towerse.cm.rho,kg/m**3,"[7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800.]",
towerse.cm.outfitting_factor,,"[1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07
 1.07]",
towerse.cm.material_cost_rate,USD/kg,[0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7],
towerse.labor_cost_rate,USD/min,[0.98],
towerse.painting_cost_rate,USD/m**2,[30.],
towerse.tm.cylinder_mass,kg,"[62671.02546459 62671.08421179 62671.142959   64740.97041207
 62155.01562395 59569.06083582 18869.99195906 18869.9960035
 18870.00004795 50977.48832563 47837.05496012 44696.62159462
 60064.10872731 60064.11356755 60064.1184078 ]",
towerse.tm.cylinder_cost,USD,[1998517.30284753],
towerse.tm.cylinder_center_of_mass,m,[7.20697764],
towerse.tm.cylinder_section_center_of_mass,m,"[-50.83333268 -42.49999935 -34.16666602 -25.03328591 -15.03467077
  -5.03617587   1.66666673   5.00000006   8.33333339  15.74793167
  27.35913743  38.9697931   52.37113412  67.42268051  82.47422691]",
towerse.tm.cylinder_I_base,kg*m**2,"[4.26078622e+09 4.26078622e+09 5.04732092e+06 0.00000000e+00
 0.00000000e+00 0.00000000e+00]",
towerse.transition_piece_height,m,[10.],
towerse.transition_piece_mass,kg,[100000.],
towerse.transition_piece_cost,USD,[100000.],
towerse.gravity_foundation_mass,kg,[0.],
towerse.rna_mass,kg,[285598.8],
towerse.rna_I,kg*m**2,"[1.14930678e+08 2.20354030e+07 1.87597425e+07 0.00000000e+00
 5.03710467e+05 0.00000000e+00]",
towerse.rna_cg,m,[-1.13197635  0.          0.50875268],
towerse.tower_mass,kg,[323703.50558303],
towerse.monopile_mass,kg,[531088.28751773],
towerse.tower_center_of_mass,m,[7.53372649],
towerse.tower_I_base,kg*m**2,"[4.68328622e+09 4.68328622e+09 5.04732092e+06 0.00000000e+00
 0.00000000e+00 0.00000000e+00]",
towerse.soil.d0,m,[5.91119572],
towerse.suctionpile_depth,m,[25.],
towerse.G_soil,Pa,[1.4e+08],
towerse.nu_soil,,[0.4],
towerse.soil.k_usr,N/m,[-1. -1. -1. -1. -1. -1.],
towerse.wind1.Uref,m/s,[11.73732],
towerse.wind_reference_height,m,[90.],
towerse.wind1.z,m,"[-55.         -46.66666667 -38.33333333 -30.         -20.
 -10.           0.           3.33333333   6.66666667  10.
  21.61512027  33.23024055  44.84536082  59.89690722  74.94845361
  90.        ]",
towerse.z0,m,[0.],
towerse.shearExp,,[0.1],
towerse.wind1.windLoads.U,m/s,"[ 0.          0.          0.          0.          0.          0.
  0.          8.4417516   9.04764534  9.42203459 10.17701606 10.62424416
 10.94753762 11.26899365 11.52447    11.73732   ]",
towerse.wind1.d,m,"[5.91119572 5.91120121 5.91120671 5.9112122  5.68140394 5.45159568
 5.22178742 5.22178853 5.22178964 5.22179075 4.91170583 4.60162092
 4.291536   4.29153634 4.29153668 4.29153703]",
towerse.beta_wind,deg,[0.],
towerse.rho_air,kg/m**3,[1.225],
towerse.mu_air,kg/m/s,[1.81e-05],
towerse.cd_usr,,[-1.],
towerse.rho_water,kg/m**3,[1025.],
towerse.Uc,m/s,[0.],mean current speed
towerse.Hsig_wave,m,[4.52],
towerse.Tsig_wave,s,[9.45],
towerse.wind1.waveLoads.U,m/s,"[0.         0.         0.         0.70923173 0.79919357 1.09190133
 1.6616115  0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",
towerse.wind1.waveLoads.A,m/s**2,"[0.         0.         0.         0.4715592  0.53137368 0.72599136
 1.10478444 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",
towerse.wind1.waveLoads.p,N/m**2,"[     0.              0.              0.         311240.75625003
 211955.76760966 115442.57616473  22716.363445        0.
      0.              0.              0.              0.
      0.              0.              0.              0.        ]",
towerse.beta_wave,deg,[0.],
towerse.mu_water,kg/m/s,[0.0013351],
towerse.cm,,[0.],
towerse.wind1.distLoads.windLoads_Px,N/m,"[  0.           0.           0.           0.           0.
   0.           0.         138.77251892 162.99144282 178.95345097
 197.33275219 200.12556414 195.78244447 209.29072152 220.3813932
 229.87641115]",
towerse.wind1.distLoads.windLoads_Py,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
towerse.wind1.distLoads.windLoads_Pz,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
towerse.wind1.distLoads.windLoads_qdyn,N/m**2,"[ 0.          0.          0.          0.          0.          0.
  0.         43.64869165 50.13918029 54.37452566 63.43763922 69.13567038
 73.40725527 77.78150839 81.34821292 84.38086698]",
towerse.wind1.distLoads.windLoads_z,m,"[-55.         -46.66666667 -38.33333333 -30.         -20.
 -10.           0.           3.33333333   6.66666667  10.
  21.61512027  33.23024055  44.84536082  59.89690722  74.94845361
  90.        ]",
towerse.wind1.distLoads.windLoads_beta,deg,[0.],
towerse.wind1.distLoads.waveLoads_Px,N/m,"[   0.            0.            0.          950.58615344 1188.73437701
 2302.55957182 5230.72222442    0.            0.            0.
    0.            0.            0.            0.            0.
    0.        ]",
towerse.wind1.distLoads.waveLoads_Py,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
towerse.wind1.distLoads.waveLoads_Pz,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
towerse.wind1.distLoads.waveLoads_qdyn,N/m**2,"[     0.              0.              0.         311498.54869554
 212283.10666939 116053.60352768  24131.35174114      0.
      0.              0.              0.              0.
      0.              0.              0.              0.        ]",
towerse.wind1.distLoads.waveLoads_z,m,"[-55.         -46.66666667 -38.33333333 -30.         -20.
 -10.           0.           3.33333333   6.66666667  10.
  21.61512027  33.23024055  44.84536082  59.89690722  74.94845361
  90.        ]",
towerse.wind1.distLoads.waveLoads_beta,deg,[0.],
towerse.yaw,deg,[0.],
towerse.transition_piece_I,kg*m**2,"[340838.73325851 340838.73325851 681677.46651702      0.
      0.              0.        ]",
towerse.gravity_foundation_I,kg*m**2,[0. 0. 0. 0. 0. 0.],
towerse.pre1.rna_F,N,[ 1284744.19620519        0.         -2914124.84400512],
towerse.pre1.rna_M,N*m,[ 3963732.76208099 -2275104.79420872  -346781.68192839],
towerse.pre1.z_soil,N/m,"[-25.         -22.22222222 -19.44444444 -16.66666667 -13.88888889
 -11.11111111  -8.33333333  -5.55555556  -2.77777778  -0.        ]",
towerse.pre1.k_soil,N/m,"[[1.76528019e+10 3.22501440e+12 1.76528019e+10 3.22501440e+12
  1.11585580e+10 1.92780363e+10]
 [1.59236790e+10 2.28806514e+12 1.59236790e+10 2.28806514e+12
  1.02252247e+10 1.92780363e+10]
 [1.41945562e+10 1.55596270e+12 1.41945562e+10 1.55596270e+12
  9.29189133e+09 1.92780363e+10]
 [1.24654334e+10 1.00310123e+12 1.24654334e+10 1.00310123e+12
  8.35855800e+09 1.92780363e+10]
 [1.07363106e+10 6.03874884e+11 1.07363106e+10 6.03874884e+11
  7.42522467e+09 1.92780363e+10]
 [9.00718782e+09 3.32677796e+11 9.00718782e+09 3.32677796e+11
  6.49189133e+09 1.92780363e+10]
 [7.27806501e+09 1.63904120e+11 7.27806501e+09 1.63904120e+11
  5.55855800e+09 1.92780363e+10]
 [5.54894220e+09 7.19480022e+10 5.54894220e+09 7.19480022e+10
  4.62522467e+09 1.92780363e+10]
 [3.81981940e+09 3.12035899e+10 3.81981940e+09 3.12035899e+10
  3.69189133e+09 1.92780363e+10]
 [2.09069659e+09 1.60650302e+10 2.09069659e+09 1.60650302e+10
  2.75855800e+09 1.92780363e+10]]",
towerse.tower1.z,m,"[-55.         -46.66666667 -38.33333333 -30.         -20.
 -10.           0.           3.33333333   6.66666667  10.
  21.61512027  33.23024055  44.84536082  59.89690722  74.94845361
  90.        ]",
towerse.tower1.E,N/m**2,"[2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11]",
towerse.tower1.G,N/m**2,"[7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10]",
towerse.tower1.rho,kg/m**3,"[7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800.]",
towerse.tower1.d,m,"[5.91119572 5.91120121 5.91120671 5.9112122  5.68140394 5.45159568
 5.22178742 5.22178853 5.22178964 5.22179075 4.91170583 4.60162092
 4.291536   4.29153634 4.29153668 4.29153703]",
towerse.tower1.t,m,"[0.0489276  0.0489276  0.0489276  0.04291677 0.04291677 0.04291677
 0.04167983 0.04167983 0.04167983 0.033255   0.033255   0.033255
 0.03576244 0.03576244 0.03576244]",
towerse.tower1.kidx,,[0. 1. 2. 3.],
towerse.tower1.kx,N/m,[1.76528019e+10 1.55778545e+10 1.03904861e+10 5.20311764e+09],
towerse.tower1.ky,N/m,[1.76528019e+10 1.55778545e+10 1.03904861e+10 5.20311764e+09],
towerse.tower1.kz,N/m,[1.1158558e+10 0.0000000e+00 0.0000000e+00 0.0000000e+00],
towerse.tower1.ktx,N/m,[3.22501440e+12 2.14164465e+12 5.49635466e+11 6.37991198e+10],
towerse.tower1.kty,N/m,[3.22501440e+12 2.14164465e+12 5.49635466e+11 6.37991198e+10],
towerse.tower1.ktz,N/m,[1.92780363e+10 1.92780363e+10 1.92780363e+10 1.92780363e+10],
towerse.tower1.midx,,[9. 0.],
towerse.tower1.m,kg,[100000.      0.],
towerse.tower1.mIxx,kg*m**2,[340838.73325851      0.        ],
towerse.tower1.mIyy,kg*m**2,[340838.73325851      0.        ],
towerse.tower1.mIzz,kg*m**2,[681677.46651702      0.        ],
towerse.tower1.mIxy,kg*m**2,[0. 0.],
towerse.tower1.mIxz,kg*m**2,[0. 0.],
towerse.tower1.mIyz,kg*m**2,[0. 0.],
towerse.tower1.mrhox,m,[0. 0.],
towerse.tower1.mrhoy,m,[0. 0.],
towerse.tower1.mrhoz,m,[0. 0.],
towerse.tower1.plidx,,[15.],
towerse.tower1.Fx,N,[1284744.19620519],
towerse.tower1.Fy,N,[0.],
towerse.tower1.Fz,N,[-2914124.84400512],
towerse.tower1.Mxx,N*m,[3963732.76208099],
towerse.tower1.Myy,N*m,[-2275104.79420872],
towerse.tower1.Mzz,N*m,[-346781.68192839],
towerse.tower1.Px,N/m,"[   0.            0.            0.          950.58615344 1188.73437701
 2302.55957182 5230.72222442  138.77251892  162.99144282  178.95345097
  197.33275219  200.12556414  195.78244447  209.29072152  220.3813932
  229.87641115]",
towerse.tower1.Py,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
towerse.tower1.Pz,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
towerse.E_full,N/m**2,"[2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11]",
towerse.G_full,Pa,"[7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10]",
towerse.rho_full,kg/m**3,"[7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800.]",
towerse.sigma_y_full,N/m**2,"[3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08
 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08]",
towerse.post1.tower_Fz,N,"[-10237902.18137269  -9663534.60387287  -9089166.46774423
  -8495828.78958778  -7926190.87482378  -7380252.67556975
  -7207313.087015    -7034373.45057786  -6861433.78221903
  -5413602.59642921  -4975185.83503309  -4565550.52583874
  -4015075.34660789  -3464600.13134177  -2914124.84400512]",
towerse.post1.tower_Vx,N,"[ -360777.31714386 -2298005.81128127 -7227939.94210494  1366997.78349227
  1350225.99047516  1313203.95021834  1303054.28828175  1302626.13962575
  1302128.13005235  1302029.27209476  1300317.55747536  1298516.6894486
  1297863.31668406  1295386.51292478  1292352.98379994]",
towerse.post1.tower_Vy,N,"[ 9.70919711e+03  6.22249580e+04  2.01747635e+05 -1.70206445e+01
 -3.69505686e+01 -5.77392886e+01 -2.34148132e+01 -2.61558841e+01
 -2.88923223e+01 -9.92767264e+01 -1.29332328e+02 -1.61673308e+02
 -2.87261144e+02 -3.66260953e+02 -4.43728861e+02]",
towerse.post1.tower_Mxx,N*m,"[  35134.18604681  400354.64581225 2876129.48295502 4361239.38788702
 4350218.93706607 4333454.91889865 4326774.36778235 4319507.33723045
 4311672.64417043 4282676.99887796 4245583.2884526  4199975.00110409
 4128314.8679023  4047897.97152764 3963828.79337517]",
towerse.post1.tower_Myy,N*m,"[ 1.32468853e+06  1.52319333e+07  1.07534426e+08  1.50523883e+08
  1.36541772e+08  1.22643593e+08  1.18071751e+08  1.13495870e+08
  1.08907945e+08  9.29285646e+07  7.68203039e+07  6.06152854e+07
  3.95345231e+07  1.85293761e+07 -2.27494317e+06]",
towerse.post1.tower_Mzz,N*m,"[ -49225.69064326 -111332.80995289 -202574.08831457 -346832.92915353
 -346831.57651064 -346830.25168383 -346829.2701207  -346828.15483664
 -346827.03956405 -346830.59267765 -346829.66268334 -346828.87505743
 -346823.44311894 -346818.40737597 -346813.37177424]",
towerse.post1.qdyn,N/m**2,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 3.11498549e+05
 2.12283107e+05 1.16053604e+05 2.41313517e+04 4.36486916e+01
 5.01391803e+01 5.43745257e+01 6.34376392e+01 6.91356704e+01
 7.34072553e+01 7.77815084e+01 8.13482129e+01 8.43808670e+01]",
towerse.life,,[0.],
towerse.wind2.Uref,m/s,[70.],
towerse.wind2.z,m,"[-55.         -46.66666667 -38.33333333 -30.         -20.
 -10.           0.           3.33333333   6.66666667  10.
  21.61512027  33.23024055  44.84536082  59.89690722  74.94845361
  90.        ]",
towerse.wind2.windLoads.U,m/s,"[ 0.          0.          0.          0.          0.          0.
  0.         50.34561653 53.95909575 56.19190932 60.69453028 63.3617462
 65.28983053 67.20695654 68.73058758 70.        ]",
towerse.wind2.d,m,"[5.91119572 5.91120121 5.91120671 5.9112122  5.68140394 5.45159568
 5.22178742 5.22178853 5.22178964 5.22179075 4.91170583 4.60162092
 4.291536   4.29153634 4.29153668 4.29153703]",
towerse.wind2.waveLoads.U,m/s,"[0.         0.         0.         0.70923173 0.79919357 1.09190133
 1.6616115  0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",
towerse.wind2.waveLoads.A,m/s**2,"[0.         0.         0.         0.4715592  0.53137368 0.72599136
 1.10478444 0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",
towerse.wind2.waveLoads.p,N/m**2,"[     0.              0.              0.         311240.75625003
 211955.76760966 115442.57616473  22716.363445        0.
      0.              0.              0.              0.
      0.              0.              0.              0.        ]",
towerse.wind2.distLoads.windLoads_Px,N/m,"[    0.             0.             0.             0.
     0.             0.             0.          6246.8238721
  7388.36985728  8166.97406492  9033.27734123  9122.60660596
  8867.71640222  9522.25816975 10067.53045845 10539.27132022]",
towerse.wind2.distLoads.windLoads_Py,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
towerse.wind2.distLoads.windLoads_Pz,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
towerse.wind2.distLoads.windLoads_qdyn,N/m**2,"[   0.            0.            0.            0.            0.
    0.            0.         1552.49217624 1783.34520899 1933.98753745
 2256.34342849 2459.01041514 2610.94170717 2766.52469223 2893.38487241
 3001.25      ]",
towerse.wind2.distLoads.windLoads_z,m,"[-55.         -46.66666667 -38.33333333 -30.         -20.
 -10.           0.           3.33333333   6.66666667  10.
  21.61512027  33.23024055  44.84536082  59.89690722  74.94845361
  90.        ]",
towerse.wind2.distLoads.windLoads_beta,deg,[0.],
towerse.wind2.distLoads.waveLoads_Px,N/m,"[   0.            0.            0.          950.58615344 1188.73437701
 2302.55957182 5230.72222442    0.            0.            0.
    0.            0.            0.            0.            0.
    0.        ]",
towerse.wind2.distLoads.waveLoads_Py,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
towerse.wind2.distLoads.waveLoads_Pz,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
towerse.wind2.distLoads.waveLoads_qdyn,N/m**2,"[     0.              0.              0.         311498.54869554
 212283.10666939 116053.60352768  24131.35174114      0.
      0.              0.              0.              0.
      0.              0.              0.              0.        ]",
towerse.wind2.distLoads.waveLoads_z,m,"[-55.         -46.66666667 -38.33333333 -30.         -20.
 -10.           0.           3.33333333   6.66666667  10.
  21.61512027  33.23024055  44.84536082  59.89690722  74.94845361
  90.        ]",
towerse.wind2.distLoads.waveLoads_beta,deg,[0.],
towerse.pre2.rna_F,N,[  930198.60063279        0.         -2883106.12368949],
towerse.pre2.rna_M,N*m,[-1683669.22411597 -2522475.34625363   147301.97023764],
towerse.pre2.z_soil,N/m,"[-25.         -22.22222222 -19.44444444 -16.66666667 -13.88888889
 -11.11111111  -8.33333333  -5.55555556  -2.77777778  -0.        ]",
towerse.pre2.k_soil,N/m,"[[1.76528019e+10 3.22501440e+12 1.76528019e+10 3.22501440e+12
  1.11585580e+10 1.92780363e+10]
 [1.59236790e+10 2.28806514e+12 1.59236790e+10 2.28806514e+12
  1.02252247e+10 1.92780363e+10]
 [1.41945562e+10 1.55596270e+12 1.41945562e+10 1.55596270e+12
  9.29189133e+09 1.92780363e+10]
 [1.24654334e+10 1.00310123e+12 1.24654334e+10 1.00310123e+12
  8.35855800e+09 1.92780363e+10]
 [1.07363106e+10 6.03874884e+11 1.07363106e+10 6.03874884e+11
  7.42522467e+09 1.92780363e+10]
 [9.00718782e+09 3.32677796e+11 9.00718782e+09 3.32677796e+11
  6.49189133e+09 1.92780363e+10]
 [7.27806501e+09 1.63904120e+11 7.27806501e+09 1.63904120e+11
  5.55855800e+09 1.92780363e+10]
 [5.54894220e+09 7.19480022e+10 5.54894220e+09 7.19480022e+10
  4.62522467e+09 1.92780363e+10]
 [3.81981940e+09 3.12035899e+10 3.81981940e+09 3.12035899e+10
  3.69189133e+09 1.92780363e+10]
 [2.09069659e+09 1.60650302e+10 2.09069659e+09 1.60650302e+10
  2.75855800e+09 1.92780363e+10]]",
towerse.tower2.z,m,"[-55.         -46.66666667 -38.33333333 -30.         -20.
 -10.           0.           3.33333333   6.66666667  10.
  21.61512027  33.23024055  44.84536082  59.89690722  74.94845361
  90.        ]",
towerse.tower2.E,N/m**2,"[2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11]",
towerse.tower2.G,N/m**2,"[7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10]",
towerse.tower2.rho,kg/m**3,"[7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800.]",
towerse.tower2.d,m,"[5.91119572 5.91120121 5.91120671 5.9112122  5.68140394 5.45159568
 5.22178742 5.22178853 5.22178964 5.22179075 4.91170583 4.60162092
 4.291536   4.29153634 4.29153668 4.29153703]",
towerse.tower2.t,m,"[0.0489276  0.0489276  0.0489276  0.04291677 0.04291677 0.04291677
 0.04167983 0.04167983 0.04167983 0.033255   0.033255   0.033255
 0.03576244 0.03576244 0.03576244]",
towerse.tower2.kidx,,[0. 1. 2. 3.],
towerse.tower2.kx,N/m,[1.76528019e+10 1.55778545e+10 1.03904861e+10 5.20311764e+09],
towerse.tower2.ky,N/m,[1.76528019e+10 1.55778545e+10 1.03904861e+10 5.20311764e+09],
towerse.tower2.kz,N/m,[1.1158558e+10 0.0000000e+00 0.0000000e+00 0.0000000e+00],
towerse.tower2.ktx,N/m,[3.22501440e+12 2.14164465e+12 5.49635466e+11 6.37991198e+10],
towerse.tower2.kty,N/m,[3.22501440e+12 2.14164465e+12 5.49635466e+11 6.37991198e+10],
towerse.tower2.ktz,N/m,[1.92780363e+10 1.92780363e+10 1.92780363e+10 1.92780363e+10],
